SD_SCHUL_CODE,SCHUL_NM,subject_count,subjects
7010248,충암고등학교,217,[보강]교육학O|[보강]물리학ⅡD|[보강]물리학ⅡG|[보강]미적분|[보강]세계시민|[보강]스포츠 생활|[보강]화법과 작문|[보강]확률과 통계C-2|경제 수학D|경제 수학E|경제 수학F|경제A-1|경제A-2|경제B|경제C|경제D|고전 읽기|고전과 윤리D|공통국어1|공통수학1|공통영어1|과학과제 연구C|과학과제 연구D|과학사B|과학사C|과학사E|과학사F|과학탐구실험1|교육학O|교육학P|기하|기하A|기하D|동아리활동|동아시아사A|동아시아사B|매체 미술|문학|물리학ⅡB|물리학ⅡC|물리학ⅡD|물리학ⅡG|미술|미술 감상과 비평|미적분A|미적분B|미적분C|미적분D|미적분E|미적분G|보건|보건O-1|보건O-2|보건P-1|사회·문화C|사회·문화E|사회·문화F|사회·문화G-1|사회·문화G-2|사회문제 탐구A|사회문제 탐구C|사회문제 탐구F|사회문제 탐구G|생명과학ⅡD|생명과학ⅡE|생명과학ⅡF|생활과 과학A|생활과 과학B|생활과 과학C|생활과 과학D|생활과 창의성|생활과 창의성O|생활과 창의성P-1|생활과 창의성P-2|세계시민|세계지리A|세계지리B-1|세계지리B-2|세계지리C-1|세계지리C-2|세계지리D-1|세계지리D-2|수학Ⅰ|수학과제 탐구|스포츠 경기 체력B|스포츠 생활|실용 영어A|실용 영어B|실용 영어C|심화 국어|심화 수학Ⅰ|심화 수학ⅠF|심화 수학ⅠG|심화 영어ⅠE|심화 영어ⅠF|언어와 매체A|언어와 매체B|언어와 매체C|언어와 매체D|언어와 매체E|언어와 매체F|언어와 매체G|여행지리A|여행지리B|여행지리C|여행지리D|영미 문학 읽기|영어 독해와 작문A-1|영어 독해와 작문A-2|영어 독해와 작문A-3|영어 독해와 작문B|영어 독해와 작문C|영어 독해와 작문D-1|영어 독해와 작문D-2|영어 독해와 작문D-3|영어 독해와 작문E|영어 독해와 작문F-1|영어 독해와 작문F-2|영어Ⅰ|운동과 건강A|운동과 건강A-1|운동과 건강A-2|운동과 건강B-1|운동과 건강B-2|운동과 건강C|운동과 건강C-1|운동과 건강C-2|운동과 건강D|운동과 건강D-2|윤리와 사상A|윤리와 사상B|윤리와 사상C|윤리와 사상D|음악|음악 감상과 비평|음악 이론|인공지능 기초O-1|인공지능 기초O-2|인공지능 기초P-1|인공지능 기초P-2|인공지능 수학|인문학적 상상여행|인문학적 상상여행O|인문학적 상상여행P|일본 문화O-1|일본 문화O-2|일본 문화P-1|일본 문화P-2|일본어ⅠA-1|일본어ⅠA-2|일본어ⅠB-1|일본어ⅠB-2|일본어ⅠC-1|일본어ⅠC-2|일본어ⅠD-1|일본어ⅠD-2|자율활동|정보A|정보C|정보D|정치와 법A|정치와 법G|중국 문화O|중국어ⅠC|지구과학ⅠA|지구과학ⅠB-1|지구과학ⅠB-2|지구과학ⅠC|지구과학ⅠD-1|지구과학ⅠD-2|지구과학ⅡB|지구과학ⅡC|진로 영어|진로 영어A|진로 영어B|진로 영어E|진로 영어G|진로활동|체육 전공 실기 기초|체육1|통합과학1|통합사회1|한국사1|한국지리B|한국지리D|한문ⅠD|현대 세계의 변화E|화법과 작문|화법과 작문B|화법과 작문C|화법과 작문D|화법과 작문E|화법과 작문F|화법과 작문G|화학ⅠA|화학ⅠB|화학ⅠC-1|화학ⅠC-2|화학ⅠD|화학ⅡA|화학ⅡC|화학ⅡG|확률과 통계A|확률과 통계B|확률과 통계C-1|확률과 통계C-2|확률과 통계E-1|확률과 통계E-2|확률과 통계F|확률과 통계G-1|확률과 통계G-2|환경|환경O-1|환경O-2|환경O-3|환경P-1|환경P-2
7010250,한가람고등학교,148,경제|고급 물리학고급물리학|고급 생명과학|고급 수학Ⅰ고급수학1|공통국어1|공통수학12반|공통수학14반|공통수학16반|공통수학1수업 1반|공통수학1수업 3반|공통수학1수업 5반|공통영어1|과학탐구실험1|기하C|기하E|기하기하D반|독서|동아리활동|물리학Ⅰ물IC|물리학Ⅰ물IE|물리학Ⅱ물리학II|미디어 콘텐츠 일반1|미디어 콘텐츠 일반2|미디어 콘텐츠 일반B|미디어 콘텐츠 일반E|미술 창작미창A|미술 창작미창C|미술 창작미창E|미술1반|미술2반|미술3반|미적분미적부I_2|미적분미적분D|미적분미적분G|미적분미적분I_1|사회·문화A|사회·문화B|사회·문화C|사회문제 탐구사문탐 1반|사회문제 탐구사문탐 2반|생명과학ⅠB|생명과학ⅠD|생명과학ⅠE|생명과학ⅡF|생명과학ⅡG|생활과 과학생과D|생활과 과학생과E|생활과 윤리2A|생활과 윤리2B|생활과 윤리2D|생활과 윤리2E|세계사|세계지리|수학Ⅰ5|수학Ⅰ6|수학Ⅰ수업1반|수학Ⅰ수업2반|수학Ⅰ수업3반|수학Ⅰ수업4반|스포츠 경기 실습|스포츠 경기 실습B반|스포츠 경기 실습C반|스포츠 경기 실습F반|스포츠 경기 실습H1반|스포츠 경기 실습수업반H2|스포츠 경기 실습수업반H3|스포츠 경기 실습위탁|스포츠 생활수업F1반|스포츠 생활수업F2반|스포츠 생활수업F3반|실용 수학실용수학C반|실용 수학실용수학D반|실용 수학실용수학F반|실용 수학실용수학G반|언어와 매체|여행지리K|여행지리L1|여행지리L2|여행지리L3|영미 문학 읽기영미문학읽기|영어 독해와 작문3B|영어 독해와 작문3D|영어 독해와 작문3F|영어 독해와 작문3H1|영어 독해와 작문3H2|영어 독해와 작문3H3|영어Ⅰ|영화의 이해A|영화의 이해G|영화의 이해J1|영화의 이해J2|윤리와 사상3C|윤리와 사상3F|음악 감상과 비평음비D|음악 감상과 비평음비E|음악 감상과 비평음비F|음악음악4|음악음악5|음악음악6|일본어Ⅰ1반|일본어Ⅰ2반|일본어Ⅰ3반|일본어Ⅰ4반|일본어Ⅰ5반|일본어Ⅰ6반|자율·자치활동|자율활동|자율활동위탁|정치와 법정법A|정치와 법정법E|중국어Ⅰ중국어|지구과학Ⅰ지구ⅠA|지구과학Ⅰ지구ⅠD|지구과학Ⅰ지구ⅠE|지구과학Ⅱ|진로활동|진로활동위탁|진로활동진로1반|진로활동진로2반|진로활동진로3반|진로활동진로4반|진로활동진로5반|진로활동진로6반|체육 탐구수업반F1|체육 탐구수업반F2|체육 탐구수업반F3|체육11반|체육12반|체육13반|체육14반|체육15반|체육16반|체조 운동수업A반|통합과학1|통합사회1|프로그래밍C|프로그래밍G|한국사11-4 한국사|한국사11-5 한국사|한국사11-6 한국사|한국사11반 한국사|한국사12반 한국사|한국사13반 한국사|한국지리|화학ⅠA|화학ⅠB|화학ⅠC|화학Ⅱ화2
7010251,한광고등학교,64,[보강]스포츠 경기 실습|공통국어1|공통수학1|공통영어1|과학탐구실험1|기술·가정|기후변화와 지속가능한 세계|논술|논술위탁|동아리활동|동아리활동위탁|문학|미술 창작|미적분G|사회·문화E|사회·문화F|사회문제 탐구|생명과학Ⅰ|생명과학ⅠF|생명과학ⅡH|생활과 과학|생활과 윤리|수학Ⅰ|스포츠 개론|스포츠 개론A|스포츠 개론B|스포츠 경기 실습|스포츠 경기 실습E|스포츠 경기 체력|스포츠 경기 체력A|스포츠 경기 체력B|스포츠 경기 체력C|스포츠 문화|스포츠 생활|실용 경제|심리학|언어와 매체I|언어와 매체J|영어 독해와 작문|영어Ⅰ|영어권 문화C|운동과 건강|윤리와 사상D|윤리와 사상F|음악|일본어Ⅰ|자율·자치활동|자율활동|자율활동위탁|정치와 법G|진로와 직업|체육 탐구|체육 탐구A|체육 탐구B|체육 탐구C|통합과학1|통합사회1|한국사1|한국지리H|화법과 작문|화법과 작문I|화법과 작문J|확률과 통계|환경
7010252,한국삼육고등학교,54,[보강]미술 감상과 비평|경제|고전 읽기|공통국어1|공통수학1|공통영어1|과학탐구실험1|교육학|기하|동아리활동|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미적분|보건|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|수학과제 탐구|스페인어Ⅰ|스포츠 생활|심리학|여행지리|영미 문학 읽기|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|음악|음악 감상과 비평|인공지능 기초|자율·자치활동|자율활동|정보|정치와 법|종교학|지구과학Ⅰ|체육1|통합과학1|통합사회1|한국사1|한국지리|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7010253,한서고등학교,79,[보강]동아시아사|[보강]심화 영어Ⅰ|[보강]한국사1|경제|고전 읽기|고전문학 감상|공통국어1|공통수학1|공통영어1|공학 일반|과학과제 연구|과학탐구실험1|교육학|기하|논술|독서|동아리활동|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미술 전공 실기|미적분|보건|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생태와 환경|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|식품과 영양|실용 수학|심리학|심화 영어Ⅰ|아동 생활 지도|언어와 매체|여행지리|영미 문학 읽기|영상 제작 기초|영어 독해와 작문|영어Ⅰ|운동과 건강|육상 운동|윤리와 사상|음악|음악 감상과 비평|인공지능 기초|일본어Ⅰ|일본어Ⅱ|자율·자치활동|자율활동|정보과학|정치와 법|중국 문화|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로 영어|진로활동|철학|체육|체육 전공 실기 기초|체육 탐구|체육1|통합과학1|통합사회1|프로그래밍|한국사1|한국지리|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7010254,한성고등학교,120,[보강]보건|경제 수학|경제A|경제B|고급 수학ⅠA|고급 수학ⅠB-1|고급 수학ⅠB-2|고전 읽기|고전 읽기A|공통국어1|공통수학1|공통영어1|공학 일반|과학탐구실험1|기하|논리학|논술|동아리활동|동아시아사|문학|물리학ⅠA|물리학ⅠB|물리학ⅠC|물리학ⅡA|물리학ⅡB|미술|미적분A|미적분B|미적분C|보건|사회·문화A|사회·문화B|사회문제 탐구|생명과학ⅠA|생명과학ⅠB|생명과학ⅠC|생명과학ⅡA|생명과학ⅡB|생태와 환경|생활과 과학|생활과 윤리A|생활과 윤리B|생활과 윤리C|세계지리A|세계지리B|세계지리C|수학Ⅰ|스포츠 생활|실용 국어A|실용 국어B-1|실용 국어B-2|심화 국어|심화 국어A-2|심화 국어B|언어와 매체A|언어와 매체B-1|언어와 매체B-2|언어와 매체C|여행지리|영미 문학 읽기A|영미 문학 읽기B|영어 독해와 작문A|영어 독해와 작문B|영어 독해와 작문C|영어 회화A|영어 회화B|영어 회화C|영어Ⅰ|영어권 문화A|영어권 문화B|운동과 건강|윤리와 사상A|윤리와 사상B|음악|일본어Ⅰ|일본어Ⅰ1-5|일본어Ⅰ2-6|일본어Ⅱ|일본어Ⅱ1-6|일본어Ⅱ3-8|자율·자치활동|자율활동|정보|정치와 법A|정치와 법B|정치와 법C|중국어Ⅰ1-5|중국어Ⅰ2-6|지구과학ⅠA|지구과학ⅠB|지구과학ⅠC|지구과학ⅡA|지구과학ⅡB|진로 영어A-1|진로 영어A-2|진로 영어B|진로와 직업|진로활동|철학|체육1|통합과학1|통합사회1|한국사|한국지리A|한국지리B|한문Ⅱ1-6|한문Ⅱ3-8|화법과 작문A-1|화법과 작문A-2|화법과 작문B|화법과 작문C|화학ⅠA|화학ⅠB|화학ⅠC|화학ⅡA|화학ⅡB|확률과 통계A|확률과 통계B|확률과 통계C-1|확률과 통계C-2
7010255,한성여자고등학교,64,가정과학|경제|경제 수학|고전 읽기|고전과 윤리|공통국어1|공통수학1|공통영어1|과학탐구실험1|기하|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 창작|미적분|사회·문화|사회·문화A나|사회·문화B|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|생활과 한문|세계사|세계지리|수학Ⅰ|스포츠 생활|심화 국어|언어와 매체|여행지리|영미 문학 읽기|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|음악|음악 감상과 비평|인간과 심리|인공지능 기초|일본어Ⅰ|일본어Ⅱ|자율·자치활동|정치와 법|중국 문화|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로와 직업|진로활동|진로활동H|진로활동J|체육 탐구|체육1|통합과학1|통합사회1|한국사1|한국지리|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7010258,한영고등학교,70,[보강]고전과 윤리|[보강]독일어Ⅰ|[보강]독일어Ⅱ|[보강]물리학Ⅰ|[보강]물리학Ⅱ|[보강]세계사|[보강]일본어Ⅰ|경제|고전 읽기|고전과 윤리|공통국어1|공통수학1|공통영어1|과학사|과학탐구실험1|기하|독일어Ⅰ|독일어Ⅱ|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 윤리|세계사|수학Ⅰ|스포츠 생활|실용 경제|심화 국어|심화 영어 독해Ⅰ|언어와 매체|여행지리|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|융합과학|음악|음악 감상과 비평|인공지능 기초|인공지능 수학|일본 문화|일본어Ⅰ|일본어Ⅱ|자율·자치활동|자율활동|정보|정치와 법|지구과학Ⅰ|지구과학Ⅱ|진로와 직업|진로활동|철학|체육1|통합과학1|통합사회1|한국사1|한국지리|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계|환경
7010259,한영외국어고등학교,58,[보강]미술|[보강]심화 영어Ⅰ|경제 수학|공통국어1|공통수학1|공통영어1|논술|독서|독일어 독해와 작문Ⅰ|독일어 독해와 작문Ⅱ|독일어 회화Ⅱ|독일어권 문화|동아리활동|문학|미술|사회·문화|사회문제 탐구|세계지리|수학Ⅰ|스페인어 독해와 작문Ⅰ|스페인어 독해와 작문Ⅱ|스페인어 회화Ⅱ|스페인어권 문화|스포츠 문화|심화 영어 독해Ⅱ|심화 영어 회화Ⅰ|심화 영어Ⅰ|영어권 문화|융합과학|음악|일본 문화|일본어 독해와 작문Ⅰ|일본어 독해와 작문Ⅱ|일본어 회화Ⅱ|자율활동|전공 기초 독일어|전공 기초 스페인어|전공 기초 일본어|전공 기초 중국어|전공 기초 프랑스어|정보|중국 문화|중국어 독해와 작문Ⅰ|중국어 독해와 작문Ⅱ|중국어 회화Ⅱ|진로활동|철학|체육|체육 탐구|통합과학1|통합사회1|프랑스어 독해와 작문Ⅰ|프랑스어 독해와 작문Ⅱ|프랑스어 회화Ⅱ|프랑스어권 문화|한국사|한국사1|확률과 통계
7010260,현대고등학교,58,[보강]사회·문화|[보강]사회문제 탐구|[보강]운동과 건강|경제|경제 수학|고급 생명과학|고전 읽기|공통국어1|공통수학1|공통영어1|과학탐구실험1|교육학|기하|논술|독서|동아리활동|물리학Ⅰ|물리학Ⅱ|미술|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|수학과제 탐구|스페인어|스페인어Ⅱ|스포츠 생활|심화 국어|심화 영어 독해Ⅰ|심화 영어Ⅰ|언어와 매체|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상|음악|일본어|일본어Ⅱ|정치와 법|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육1|통합과학1|통합사회1|한국사|한국사1|한국지리|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7010261,혜성여자고등학교,206,[보강]영어Ⅰ|[보강]통합사회1|[보강]한국사1|경제 수학B|경제G|고전 읽기A|고전 읽기B|고전 읽기C|고전 읽기D|공통국어1|공통수학1|공통영어1|과학탐구실험1|기하A|기하C|기하D|기하E|동아리활동|동아시아사G|동아시아사H|문학|문학 개론A|문학 개론B|문학 개론C|문학 개론D|문학 개론E|물리학ⅠA|물리학ⅠB|물리학ⅠE|물리학ⅡI|물리학ⅡJ|미술|미술 감상과 비평A|미술 감상과 비평B|미술 감상과 비평C|미술 감상과 비평G|미술 감상과 비평H|미술 감상과 비평I|미술 감상과 비평J|미술 이론B|미술 이론C|미적분B|미적분C|미적분D|미적분E|봉사활동|사회·문화A|사회·문화B|사회·문화C|사회·문화F|사회·문화G|사회·문화H|사회·문화I|사회·문화J|사회문제 탐구A|사회문제 탐구B|사회문제 탐구C|사회문제 탐구D|사회문제 탐구E|생명과학ⅠA|생명과학ⅠB|생명과학ⅠC|생명과학ⅠD|생명과학ⅠE|생명과학ⅡA|생명과학ⅡB|생명과학ⅡI|생명과학ⅡJ|생활과 과학A|생활과 과학B|생활과 과학C|생활과 과학D|생활과 과학E|생활과 과학F|생활과 과학G|생활과 과학H|생활과 윤리A|생활과 윤리C|생활과 윤리D|생활과 윤리E|생활과 윤리F|생활과 윤리G|생활과 윤리I|생활과 윤리J|세계사A|세계사D|세계사E|세계지리|수학Ⅰ|수학과제 탐구A|수학과제 탐구D|스포츠 생활|스포츠 생활A|스포츠 생활B|스포츠 생활C|스포츠 생활E|스포츠 생활F|스포츠 생활G|스포츠 생활H|스포츠 생활J|심화 국어A|심화 국어B|심화 수학ⅠE|심화 수학ⅠF|심화 영어 독해ⅠD|심화 영어Ⅰ|언어와 매체C|언어와 매체D|언어와 매체E|언어와 매체F|언어와 매체G|언어와 매체H|언어와 매체I|여행지리A|여행지리B|여행지리F|여행지리G|여행지리H|여행지리I|여행지리J|영어 독해와 작문A|영어 독해와 작문B|영어 독해와 작문C|영어 독해와 작문D|영어 독해와 작문E|영어 독해와 작문F|영어 독해와 작문G|영어 독해와 작문H|영어 독해와 작문I|영어 독해와 작문J|영어Ⅰ|운동과 건강|윤리와 사상A|윤리와 사상B|윤리와 사상C|윤리와 사상D|윤리와 사상E|음악|음악 감상과 비평D|음악 감상과 비평E|음악 감상과 비평F|음악 감상과 비평I|음악 감상과 비평J|인공지능 수학D|일본어ⅠA|일본어ⅠB|일본어ⅠC|일본어ⅠD|일본어ⅠE|일본어ⅡA|일본어ⅡB|일본어ⅡE|일본어ⅡF|일본어ⅡG|일본어ⅡH|일본어ⅡJ|자율활동|정보|정보C|정보H|정치와 법B|정치와 법C|정치와 법D|중국어ⅠA|중국어ⅡH|지구과학Ⅰ|지구과학ⅡF|진로활동|철학|철학A|철학D|철학E|철학F|철학G|철학I|철학J|체육1|체육과 진로 탐구I|통합과학1|통합사회1|한국사1|한국지리E|한문|한문ⅡC|한문ⅡE|화법과 작문D|화법과 작문F|화법과 작문G|화법과 작문J|화법과 작문i|화학ⅠB|화학ⅠC|화학ⅠD|화학ⅠE|화학ⅡC|화학ⅡH|화학ⅡJ|확률과 통계A|확률과 통계B|확률과 통계C|확률과 통계D|확률과 통계E|확률과 통계F|확률과 통계H|확률과 통계I|확률과 통계J
7010262,혜원여자고등학교,69,[보강]영어Ⅱ|[보강]확률과 통계|고전 읽기|고전과 윤리|공통국어1|공통수학1|공통영어1|과학과제 연구|과학탐구실험1|교육학|기하|논술|독서|동아리활동|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미적분|사회·문화|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계시민|세계지리|수학Ⅰ|수학과제 탐구|스포츠 생활|심리학|심화 국어|심화 영어Ⅰ|여행지리|영미 문학 읽기|영어Ⅰ|영어Ⅱ|운동과 건강|윤리와 사상|융합과학|음악 감상과 비평|인간 발달|일본 문화|일본어Ⅰ|자율·자치활동|자율활동|정보|정치와 법|지구과학Ⅰ|지구과학Ⅱ|진로 영어|진로와 직업|진로활동|체육1|통합과학1|통합사회1|프랑스어Ⅰ|프랑스어권 문화|프로그래밍|한국사1|한국지리|한문Ⅰ|현대문학 감상|화학Ⅰ|화학Ⅱ|확률과 통계|환경
7010263,홍익대학교사범대학부속고등학교,79,[보강]공통수학1|[보강]교육학|고전과 윤리A|고전과 윤리B|고전과 윤리C|공통국어1|공통수학1|공통영어1|과학탐구실험1|교육학G|기하|동아리활동|동아시아사C|동아시아사D|문학|물리학ⅠA|물리학ⅠB|물리학ⅡC|물리학ⅡE|미술|미적분A|미적분B|보건G|사회·문화C|사회·문화D|사회문제 탐구B|생명과학ⅠC|생명과학ⅠD|생명과학ⅡA|생명과학ⅡD|생활과 윤리A|생활과 윤리D|세계사C|세계지리A|세계지리E|수학Ⅰ|심화 국어E|언어와 매체|여행지리D|영어 독해와 작문|영어Ⅰ|영어권 문화A|영어권 문화B|운동과 건강|윤리와 사상D|융합과학B|융합과학C|음악|음악 전공 실기E|인공지능 수학C|자율활동|정보|정보과학G|정치와 법A|중국어ⅠA|진로 영어|진로와 직업|진로와 직업G|진로활동|철학|체육1|통합과학1|통합사회1|한국사1|한국지리A|한국지리B|한문ⅠA|한문ⅠB|한문ⅠC|한문ⅠD|한문ⅡG|현대문학 감상B|현대문학 감상D|화법과 작문|화학ⅠC|화학ⅠD|화학ⅡD|화학ⅡE|확률과 통계
7010264,홍익대학교사범대학부속여자고등학교,150,[보강]수학Ⅰ|[보강]정보|[보강]중국어Ⅰ|경제 수학A|경제A|고전 읽기A|고전 읽기B1|고전 읽기B2|고전 읽기C|고전 읽기D|고전과 윤리A|공통국어1|공통수학1|공통영어1|과학과제 연구D|과학탐구실험1|교육학|기술·가정|기하|기하A|기하B|기하C|논술|독서|동아리활동|동아시아사C|문학|물리학ⅠA|물리학ⅠD|물리학ⅡE|미술|미술 감상과 비평|미적분B|미적분C|사회·문화A|사회·문화B|사회·문화C|사회·문화D|사회·문화E|사회·문화F1|사회·문화F2|사회문제 탐구A|사회문제 탐구B|사회문제 탐구C|사회문제 탐구D|사회문제 탐구E|사회문제 탐구F1|사회문제 탐구F2|생명과학ⅠA|생명과학ⅠB|생명과학ⅠC|생명과학ⅠD|생명과학ⅡD|생명과학ⅡE|생활과 과학A|생활과 과학B|생활과 과학C|생활과 과학E|생활과 윤리A|생활과 윤리B|생활과 윤리C|생활과 윤리D|생활과 윤리E|생활과 윤리F|세계지리E|수학Ⅰ|스포츠 생활|언어생활과 한자|언어와 매체A|언어와 매체B|여행지리B|여행지리C|여행지리F|영어 독해와 작문|영어Ⅰ|영어권 문화A|영어권 문화B|영어권 문화C|영어권 문화D|운동과 건강|윤리와 사상A|윤리와 사상B|윤리와 사상C1|윤리와 사상C2|윤리와 사상D1|윤리와 사상D2|음악|음악 감상과 비평|인문학적 상상여행A|인문학적 상상여행C|인문학적 상상여행D|인문학적 상상여행E|자율활동|정보|정치와 법A|정치와 법B|정치와 법C|중국 문화F|중국어Ⅰ|중국어Ⅰ78|지구과학ⅠA|지구과학ⅠB|지구과학ⅠC|지구과학ⅡB|진로 영어|진로 영어D|진로와 직업|진로활동|진로활동A1|진로활동A2|진로활동B|진로활동C1|진로활동C2|진로활동D1|진로활동D2|진로활동D3|진로활동E|진로활동F1|진로활동F2|체육1|통합과학1|통합사회1|프로그래밍D|프로그래밍F|한국사1|한국지리A|한국지리B|한국지리C|한국지리D1|한국지리D2|한문Ⅰ|한문Ⅰ78|화법과 작문A|화법과 작문B|화법과 작문C|화법과 작문D|화법과 작문E1|화법과 작문E2|화법과 작문F1|화법과 작문F2|화학ⅠB|화학ⅠC|화학ⅠD|화학ⅡA|화학ⅡD|확률과 통계|환경A|환경B|환경C|환경D
7010265,화곡고등학교,53,[보강]생활과 과학|[보강]언어와 매체|[보강]영미 문학 읽기|[보강]영어Ⅰ|[보강]한국사1|경제|경제 수학|공통국어1|공통수학1|공통영어1|과학탐구실험1|기술·가정|기하|동아리활동|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 창작|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|스포츠 생활|실용 통계|언어와 매체|영미 문학 읽기|영어 독해와 작문|영어Ⅰ|운동과 건강|음악|일본어Ⅰ|정치와 법|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육1|통합과학1|통합사회1|한국사1|한국지리|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7010266,환일고등학교,81,[보강]스포츠 생활|[보강]화법과 작문|경제|경제 수학|공통국어1|공통수학1|공통영어1|과학탐구실험1|기하|단체 운동|동아리활동|동아시아사|드로잉|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 전공 실기|미적분|사회·문화|사회문제 탐구|삶과 종교|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|스페인어Ⅰ|스페인어Ⅱ|스포츠 경기 체력|스포츠 생활|시창·청음|심화 국어|심화 영어Ⅰ|언어와 매체|여행지리|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|육상 운동|윤리와 사상|음악|음악 연주|음악 전공 실기|인간과 철학|인공지능 기초|인공지능과 미래사회|인공지능과 피지컬컴퓨팅|일본어Ⅰ|일본어Ⅱ|입체 조형|자료 구조|자율·자치활동|자율활동|정보|정치와 법|중국어Ⅰ|중국어Ⅱ|지구과학Ⅰ|지구과학Ⅱ|진로 영어|진로와 직업|진로활동|체육 전공 실기 기초|체육 전공 실기 심화|체육1|통합과학1|통합사회1|통합수학Ⅰ|평면 조형|프로그래밍|한국사1|한국지리|현대문학 감상|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7010267,휘경여자고등학교,90,[보강]공통국어1|경제|경제 수학|고급 물리학|고급 생명과학|고급 수학Ⅰ|고급 화학|고전 읽기|고전과 윤리|공통국어1|공통수학1_1반|공통수학1_2반|공통수학1_3반|공통수학1_4반|공통수학1_5반|공통수학1_6반|공통수학1_7반|공통수학1_8반|공통수학1_9반|공통수학1_상반(1~2반)|공통수학1_상반(3~4반)|공통수학1_상반(5~6반)|공통수학1_상반(7~9반)|공통영어1|과학과제 연구|과학사|과학탐구실험1|기하|논술|동아리활동|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미술 창작|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 윤리|세계사|세계지리|수학Ⅰ_1반|수학Ⅰ_2반|수학Ⅰ_3반|수학Ⅰ_4반|수학Ⅰ_5반|수학Ⅰ_6반|수학Ⅰ_7반|수학Ⅰ_8반|수학Ⅰ_9반|수학Ⅰ_상반(1~3반)|수학Ⅰ_상반(4~6반)|수학Ⅰ_상반(7~9반)|스포츠 생활|심화 국어|언어와 매체|여행지리|영미 문학 읽기|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|융합과학|음악|음악 감상과 비평|음악 연주|인공지능과 미래사회|일본어Ⅰ|일본어Ⅱ|자율·자치활동|자율활동|정치와 법|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육1|통합과학1|통합사회1|한국사1|한국지리|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
