SD_SCHUL_CODE,SCHUL_NM,subject_count,subjects
8490283,중마고등학교,93,공통국어1|공통수학1|공통영어1|과학탐구실험1|기하G|논리학D|동아리활동|드로잉G|문학|물리학ⅠB|물리학ⅠC|물리학ⅡF|물리학ⅡH|미술|미술 창작C|미적분|보건D1|보건D2|사회·문화E|사회·문화F|사회·문화G|생명과학Ⅰ|생명과학ⅠA|생명과학ⅠB|생명과학ⅠC|생명과학ⅡF|생명과학ⅡG|생명과학ⅡH|생애 설계와 자립|생활과 윤리E|생활과 윤리F|생활과 윤리H|세계사E|세계사H|세계지리F|세계지리G|수학Ⅰ|스포츠 생활A|실용 경제D|심리학D1|심리학D2|심리학D3|언어와 매체|언어와 매체E|언어와 매체G|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상A|윤리와 사상B1|윤리와 사상B2|윤리와 사상C|음악|인공지능 기초E|인공지능 기초F|일본 문화E|일본 문화F|일본 문화H|일본어ⅠA|일본어ⅠB|일본어ⅠC|자율·자치활동|자율활동|정보A|정보B|정보C|정치와 법A|정치와 법C|중국 문화F|중국 문화G|중국어ⅠB|지구과학ⅠA|지구과학ⅠB|지구과학ⅡE|지구과학ⅡG|진로 영어|진로 영어G|진로 영어H|진로와 직업D|진로활동|체육|체육1|체육과 진로 탐구H|통합과학1|통합사회1|한국사1|한국지리A|한국지리C|화법과 작문|화학ⅡE|화학ⅡH|확률과 통계|환경D
8490286,여수충무고등학교,54,경제|경제 수학|공통국어1|공통수학1|공통영어1|과학탐구실험1|교육학|논술|동아리활동|동아시아사|문학|물리학Ⅱ|미술|미적분|보건|봉사활동|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|수학과제 탐구|언어와 매체|영미 문학 읽기|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상|음악|일본 문화|일본어|자율·자치활동|정보|정치와 법|중국어|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육 탐구|체육1|체육한마당|체육한마당 예선|통합과학1|통합사회1|한국사1|한국지리|한문|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
8490287,목포공업고등학교,107,"* 1, 6류 위험물 취급|* 2D도면작업|* 3D형상모델링검토|* 3D형상모델링작업|* CNC밀링(머시닝센터) 가공 CAM 프로그래밍|* CNC밀링(머시닝센터) 가공 매뉴얼 프로그래밍|* CNC밀링(머시닝센터) 조작|* CO2용접 작업 후 정리정돈|* CO2용접 작업안전관리|* CO2용접 장비 준비|* GHS-MSDS 파악|* PLC제어 기본 모듈 프로그램 개발|* 건축설계 2D 도면작성|* 건축설계 3D 모델링|* 계측장비 활용 유지정비|* 공간고도자료 제작|* 공간정보 위치결정|* 공기압 제어|* 공정 흐름도 파악|* 공정물질 특성 파악|* 구조물 제작설치|* 기본 작업(밀링가공)|* 도면해독(밀링가공)|* 동력설비공사|* 동력제어반공사|* 모터 제어|* 목부 유성페인트 도장|* 바닥 타일붙임|* 배관공사|* 변전운영|* 부속설비 설치·정비|* 분광 분석|* 센서 활용 기술|* 송전운영|* 수준점측량|* 시공 전 준비|* 시퀀스 회로 제어 운영|* 안전규정 준수(밀링가공)|* 위험물 분류|* 유압제어|* 이화학 분석|* 자동제어시스템 분석|* 전기기기 권선 작업|* 전선로 시공|* 전원설비 시공|* 지번변경|* 철근콘크리트시공 도면파악|* 체결요소설계|* 콘크리트면 수성페인트 도장|* 토공 쌓기|* 토공 현장조사|* 토공 흙굴착 터파기|* 토지등록|* 프로그램로직제어(PLC) 확장모듈 운영|* 피복아크용접 비드쌓기|* 피복아크용접 작업안전보건관리|* 피복아크용접 재료준비|[보강]* CO2용접 작업 후 정리정돈|[보강]* 계측장비 활용 유지정비|[보강]* 동력제어반공사|[보강]건축 도면 해석과 제도|[보강]봉사활동|[보강]운동과 건강|[보강]자율활동|[보강]토목 도면 해석과 제도|[보강]한국사1|건축 기초 실습|건축 도면 해석과 제도|공업 일반|공업 화학|공통국어1|공통수학1|공통영어1|국어|기계 기초 공작|기계 일반|기초 제도|디지털 논리 회로|물리학Ⅰ|미술|봉사활동|성공적인 직업 생활|성공적인 직업생활|수학|실용 영어|에너지 공업 기초|영어|운동과 건강|음악|이차전지|자율·자치활동|자율활동|전기 기기|전기 설비|전기 회로|제조 화학|중국어|진로와 직업|체육1|토목 기초 실습|토목 도면 해석과 제도|토목 일반|통합과학|통합과학1|통합사회|통합사회1|한국사1"
8490288,문향고등학교,122,공통국어1|공통수학1|공통영어1|과학탐구실험1|기하AG|기하BG|논술I|논술J|동아시아사B|동아시아사F|문학1|문학2|문학3|문학4|물리학ⅠD|물리학ⅠE|물리학ⅡA|미술 전공 실기A|미술 창작A|미술 창작C|미적분E|미적분F|보건I|보건J|보건K|사회·문화A|사회·문화B|사회·문화E|사회문제 탐구|사회문제 탐구AB-E|사회문제 탐구AC-F|사회문제 탐구AC-G|생명과학ⅠC|생명과학ⅠF|생명과학ⅡB|생명과학ⅡC|생태와 환경C|생태와 환경D|생태와 환경H|생활과 과학D|생활과 과학E|생활과 윤리B|생활과 윤리D|생활과 윤리F|세계지리D|세계지리H|수학Ⅰ1|수학Ⅰ2|수학Ⅰ3|수학Ⅰ4|수학과제 탐구A|수학과제 탐구E|수학과제 탐구G|수학과제 탐구H|스포츠 생활I|스포츠 생활J|스포츠 생활K1|스포츠 생활K2|심화 국어AG|심화 국어BG|언어와 매체E|여행지리C|여행지리F|영어 독해와 작문B|영어 독해와 작문C|영어ⅠA1|영어ⅠA2|영어ⅠA3|영어ⅠA4|영어ⅠB1|영어ⅠB2|영어ⅠB3|영어ⅠB4|운동과 건강1|운동과 건강2|운동과 건강3|운동과 건강4|윤리와 사상F|음악|음악 연주C|음악 연주E|음악 연주F|일본어ⅠA|일본어ⅠB|일본어ⅠE|일본어ⅡI|일본어ⅡJ|일본어ⅡK|자기주도학습|자율·자치활동|자율활동|정치와 법A|정치와 법D|지구과학ⅠE|지구과학ⅡB|진로 영어C|진로 영어D|진로 영어G|진로와 직업|진로활동|진로활동1|진로활동2|진로활동3|진로활동4|체육1|통합과학1|통합사회1|한국사1|한국지리A|한문ⅠC|한문ⅠD|한문ⅡI|현대문학 감상F|현대문학 감상G|화법과 작문A|화법과 작문B|화법과 작문D|화법과 작문F|화학ⅠA|화학ⅠB|화학ⅡD|화학ⅡH
8490289,노화고등학교,47,고전 읽기|공통국어1|공통수학1|공통영어1|과학탐구실험1|교육학|기술·가정|동아리활동|동아시아사|문학|미술|미술 창작|미적분|보건|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|세계사|수학Ⅰ|수학과제 탐구|스포츠 생활|심리학|심화 국어|심화 영어Ⅰ|언어와 매체|영어 독해와 작문|영어 회화|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|인공지능 수학|자율·자치활동|자율활동|중국 문화|중국어Ⅰ|진로와 직업|진로활동|체육1|통합과학1|통합사회1|한국사1|화법과 작문|화학Ⅱ|확률과 통계
8490290,전남조리과학고등학교,51,* 경단류 만들기|* 고율배합빵 만들기|* 과자류제품 개발|* 과자류제품 반죽정형|* 과자류제품 위생안전관리|* 과자류제품 재료혼합|* 빵류제품 스펀지 도우 반죽|* 설기떡류 만들기|* 양식 기초 조리실무|* 양식 소스조리|* 양식 전채조리|* 양식 조식조리|* 에스프레소 음료제조|* 일식 구이조리|* 일식 기초조리 실무|* 일식 밥류조리|* 장식케이크 만들기|* 중식 기초 조리실무|* 중식 볶음조리|* 중식 튀김조리|* 지지는 떡류 만들기|* 커피기계 운용|* 한식  찜 · 선조리|* 한식 숙채조리|공통수학1|공통영어1|국어|기초 조리|동아리활동|미술|미술 창작|보건|봉사활동|성공적인 직업생활|수학|스포츠 생활|식품 과학|식품과 영양|실용 국어|실용 영어|심리학|인간과 심리|자율·자치활동|자율활동|진로와 직업|진로활동|체육1|통합과학|통합과학1|통합사회1|한국사
8490291,순천팔마고등학교,58,공통국어1|공통수학1|공통영어1|과학탐구실험1|교육학|기술·가정|기하|동아리활동|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미적분|보건|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계지리|수학Ⅰ|수학과제 탐구|스포츠 생활|심리학|심화 국어|언어와 매체|여행지리|영미 문학 읽기|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상|융합과학|음악 감상과 비평|일본 문화|일본어Ⅰ|자율·자치활동|자율활동|정치와 법|중국 문화|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로 영어|진로활동|체육1|통합과학1|통합사회1|한국사1|한국지리|한문|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계|환경
8490295,한국항만물류고등학교,69,* 계측장비 활용 유지정비|* 고객관리|* 공기압 제어|* 네트워크 분석|* 문서관리|* 배관공사|* 배선공사|* 보관하역관리|* 사무자동화 관리운용|* 수출신용장 양도|* 수출신용장 통지|* 수출입계약|* 수출입운송보험|* 운반하역기계 구조물 설치|* 운반하역기계 유공압장치 정비|* 유압제어|* 육상운송관리|* 자동제어시스템 유지정비|* 전기 화재 위험 관리|* 전기작업 안전관리|* 전표관리|* 제어원리 응용|* 판매촉진관리|* 피복아크용접 맞대기용접|* 피복아크용접 비드쌓기|* 피복아크용접 장비준비|* 피복아크용접 재료준비|* 항공운송관리|* 해상운송관리|[보강]항만 물류 일반|공통국어1|공통수학1|공통영어1|국어|기계 기초 공작|기계 제도|기업 자원 통합 관리|동아리활동|무역 일반|물류 관련 법규|비즈니스 영어|성공적인 직업생활|수학|스포츠 생활|실용 국어|실용 수학|심폐소생술교육|음악|자동화 설비|자율·자치활동|자율활동|전기 기기|전기 설비|전기 회로|전동기 제어 실습|정보|정보 처리와 관리|중국어Ⅰ|진로활동|체육1|컨테이너 터미널 운영 장비|통합과학|통합과학1|통합사회|하역 장비 운전 실습|한국사|한국사1|항만 물류 일반|회계 원리
8490296,전남생명과학고등학교,66,* 가금 사료관리|* 가금 입추전관리|* 과수 생리장해관리|* 과수 안전성관리|* 과수 영양번식|* 과수 정지전정|* 과수 토양관리|* 농산물 저장|* 농산물 포장|* 농산물 표시|* 농업용기계정비준비|* 돼지 교배관리|* 돼지 질병예방|* 비육돈관리|* 산란가금 사양관리|* 소형무인기 구조물 정비|* 수도작 경운 정지|* 수도작 병해충관리|* 수도작 본논 물 관리|* 수도작 잡초방제|* 수도작 파종 관리|* 전작 병해관리|* 전작 생육관리|* 전작 잡초관리|* 전작 재배계획수립|* 전작 충해관리|* 채소 병해 관리|* 채소 충해 관리|* 채소재배장비자재관리|* 채소재배포장 준비|* 포장육 제조|* 한우 방역위생관리|* 한우 입식관리|* 한우 질병관리|* 화훼 병해충관리|* 화훼 토양관리|공통수학1|공통영어1|국어|농업 경영|농업 기계|농업 기계 공작|농업 기초 기술|농업 생명 과학|농업 정보 관리|동물 자원|동아리활동|미생물 천연물질 이용|생산 자재|성공적인 직업생활|스포츠 생활|시설원예복합환경관리Ⅱ|실용 영어|영농과제실습|원예|음악|자율·자치활동|자율활동|재배|진로활동|체육1|친환경 농업|통합과학1|통합사회|한국사|화훼 장식 기초
8490299,광영고등학교,147,고전 읽기|고전 읽기고전읽기A|고전 읽기고전읽기B|고전 읽기고전읽기C|고전 읽기고전읽기D|고전 읽기고전읽기F|고전 읽기고전읽기G|공통국어1|공통수학1|공통영어1|과학교양(Liberal Education of Science)과학교양L|과학교양(Liberal Education of Science)과학교양M|과학탐구실험1|교육학교육학L|교육학교육학O|기술·가정|기하기하A|기하기하C0|기하기하D|기하기하F|논술논술N|독서|동아리활동|동아시아사동아시아사I|동아시아사동아시아사J|물리학Ⅰ물리학1A|물리학Ⅰ물리학1B|물리학Ⅱ물리학2H|물리학Ⅱ물리학2K|미술|미술 감상과 비평미술 감상과 비평L0|미술 감상과 비평미술 감상과 비평M|미술 감상과 비평미술 감상과 비평M0|미술 감상과 비평미술 감상과 비평N|미술 감상과 비평미술 감상과 비평O|미적분미적분A|미적분미적분B|미적분미적분E|미적분미적분G|보건보건L|보건보건M|보건보건N|보건보건O|사회·문화사회문화H|사회·문화사회문화I|사회·문화사회문화J|사회·문화사회문화K|사회문제 탐구|사회문제 탐구사회문제 탐구H|사회문제 탐구사회문제 탐구I|사회문제 탐구사회문제 탐구J|생명과학Ⅱ생명과학2H|생명과학Ⅱ생명과학2I|생명과학Ⅱ생명과학2J0|생활과 과학|생활과 과학생활과 과학H|생활과 과학생활과 과학H0|생활과 과학생활과 과학I0|생활과 과학생활과 과학J|생활과 과학생활과 과학K|세계사|세계사세계사A|세계사세계사B|세계지리세계지리A|세계지리세계지리B|세계지리세계지리B0|수학Ⅰ|수학Ⅱ|수학과제 탐구|수학과제 탐구수학과제탐구A|수학과제 탐구수학과제탐구G|심리학심리학L|심리학심리학M|심리학심리학N1|심리학심리학N2|심리학심리학O|심화 국어|심화 국어심화 국어A|심화 국어심화 국어B0|심화 국어심화 국어C|심화 국어심화 국어D|심화 국어심화 국어E|심화 국어심화 국어F|심화 영어Ⅰ심화 영어B|심화 영어Ⅰ심화 영어E|심화 영어Ⅰ심화 영어F|심화 영어Ⅰ심화 영어G|언어와 매체언어와 매체E|언어와 매체언어와 매체F|언어와 매체언어와 매체G|여행지리여행지리H|여행지리여행지리I|여행지리여행지리K|영미 문학 읽기영미 문학 읽기A0|영미 문학 읽기영미 문학 읽기C|영미 문학 읽기영미 문학 읽기D|영미 문학 읽기영미 문학 읽기E|영미 문학 읽기영미 문학 읽기G|영어 독해와 작문|영어Ⅰ|영어권 문화|영어권 문화영어권 문화B|영어권 문화영어권 문화C|영어권 문화영어권 문화D0|영어권 문화영어권 문화E|영어권 문화영어권 문화F|영어권 문화영어권 문화G|운동과 건강|윤리와 사상윤리와 사상I|윤리와 사상윤리와 사상J|윤리와 사상윤리와 사상K|음악|음악 감상과 비평음악 감상과 비평M|음악 감상과 비평음악 감상과 비평N|음악 감상과 비평음악 감상과 비평O|음악 연주|일본 문화일본 문화L|일본 문화일본 문화M|일본 문화일본 문화O|일본어Ⅰ|자율·자치활동|자율활동|정치와 법|중국 문화중국 문화O|중국어Ⅰ|지구과학Ⅱ지구과학2H|지구과학Ⅱ지구과학2J|지구과학Ⅱ지구과학2K|철학철학L|철학철학N|체육1|통합과학1|통합사회1|한국사1|화법과 작문화법과 작문A|화법과 작문화법과 작문B|화법과 작문화법과 작문C|화법과 작문화법과 작문D|화학Ⅰ화학1A|화학Ⅰ화학1A0|화학Ⅰ화학1B|화학Ⅱ화학2I|화학Ⅱ화학2K|환경환경L|환경환경M|환경환경N|환경환경O
8490305,영광전자고등학교,28,* 전자부품 생산활동|* 전자부품 자재관리|* 전자제품생산 구매관리|* 전자제품제조|공통국어1|기본수학1|기본영어1|노동 인권과 산업 안전 보건|동아리활동|성공적인 직업 생활|스포츠 생활|실용 국어|실용 수학|실용 영어|운동과 건강|음악 감상과 비평|자율·자치활동|자율활동|전기 설비|전기 회로|전자 회로|진로와 직업|진로활동|체육1|통합과학1|통합사회|한국사1|환경
8490316,전남자연과학고등학교,60,* 건강기능식품가공 위생관리|* 곤충 사육준비|* 곤충 생육단계별 사육관리|* 과실주 제조·가공|* 과자류제품 반죽정형|* 과자류제품 생산작업준비|* 기초 식재공사|* 농업용기계 부품관리|* 농업용기계 안전관리|* 농촌체험시설운영계획수립|* 농촌체험시설환경관리|* 빵류제품 반죽발효|* 빵류제품 반죽익힘|* 빵류제품 반죽정형|* 빵류제품 생산작업준비|* 빵류제품 스트레이트 반죽|* 빵류제품 위생안전관리|* 양·수분제어 시스템개발|* 운전 전 점검|* 저율배합빵 만들기|* 조경기본계획|* 조경식재설계|* 조경포장공사|* 주행|* 착즙액 제조ㆍ가공|* 채소육묘|* 채소육묘 준비|* 초화류관리|* 화훼 번식|곤충 산업 일반|국어|농산 식품 가공|농산물 유통|농업 기계|농업 기계 공작|농업 기계 운전・작업|농업 기초 기술|농업용 전기·전자|동물 자원|동아리활동|미술|생산 자재|성공적인 직업생활|수학|스포츠 생활|식품 과학|식품 위생|영어|일본어Ⅰ|자동화 설비|자율·자치활동|자율활동|재배|조경|진로활동|체육|체육1|통합과학1|통합사회|한국사1
8490319,전남보건고등학교,41,* 고객응대관리|* 기구 금형 품질 관리|* 기구 설계|* 기구 시제품 제작|* 배관공사|* 배관배선검사|* 사고예방지원|* 의료기기등급분류|* 조명공사|* 진료지원보조|* 환자이송지원|간호의 기초|공중 보건|공통국어1|공통영어1|기본수학1|기초 간호 임상 실무|동아리활동|미술 창작|보건|보건 간호|생명과학Ⅰ|스포츠 문화|스포츠 생활|실용 국어|실용 수학|영어 회화|음악|인체 구조와 기능|자율·자치활동|자율활동|전기 회로|전자 회로|진로와 직업|진로활동|체육|체육1|통합과학1|통합사회|한국사1|환경
8490320,매성고등학교,115,공통국어1|공통수학1|공통영어1|과학탐구실험1|교육학I|기하D|데이터과학과 머신러닝I|동아리활동|동아시아사E|문학|물리학ⅠA|물리학ⅠB|물리학ⅡG|미술 창작|미적분B|미적분C|미적분D|보건I|보건J|빅데이터 분석I|빅데이터 분석J1|빅데이터 분석J2|사회·문화F|사회·문화H|사회문제 탐구E|사회문제 탐구F|사회문제 탐구G|사회문제 탐구H|생명과학ⅠA|생명과학ⅠB|생명과학ⅡF|생명과학ⅡG|생명과학ⅡH|생활과 과학E|생활과 과학F|생활과 과학G|생활과 과학H|생활과 윤리E|생활과 윤리F|생활과 윤리G|생활과 윤리H|세계사A|세계사B|세계지리A|세계지리B|수학Ⅰ|수학과제 탐구A|수학과제 탐구B|수학과제 탐구C|수학과제 탐구D|스포츠 생활|스포츠 생활I-교육학|스포츠 생활I-데이터|스포츠 생활I-보건|스포츠 생활I-빅데이터|스포츠 생활I-심리학1|스포츠 생활I-심리학2|스포츠 생활I-환경|심리학I1|심리학I2|심리학J1|심리학J2|심화 국어|심화 국어A|심화 국어B|심화 국어C|심화 국어D|언어와 매체B|여행지리E|여행지리G|영어 독해와 작문A1|영어 독해와 작문A2|영어 독해와 작문B1|영어 독해와 작문B2|영어 독해와 작문C|영어 독해와 작문D|영어Ⅰ|영어권 문화C|영어권 문화D|윤리와 사상A|윤리와 사상B|융합과학G|융합과학H|음악|인공지능 수학A|자율·자치활동|자율활동|정보|정치와 법A|지구과학ⅠA|지구과학ⅠB|지구과학ⅡE|지구과학ⅡF|진로와 직업|진로활동|체육1|통합과학1|통합사회1|프로그래밍B|한국사1|한국지리H|화법과 작문A1|화법과 작문A2|화법과 작문B|화법과 작문C1|화법과 작문C2|화법과 작문D|화학ⅠA|화학ⅠB|화학ⅡE|화학ⅡF|확률과 통계|환경|환경I|환경J
8490323,고흥산업과학고등학교,58,* 결산관리|* 경영진 일정관리|* 경영진 지원업무|* 농업용기계 부품관리|* 농업용기계정비준비|* 문서작성|* 배관공사|* 배선공사|* 보고업무|* 비품관리|* 빵류제품 반죽발효|* 빵류제품 반죽익힘|* 빵류제품 반죽정형|* 빵류제품 생산작업준비|* 소형무인기 엔진 정비|* 응대업무|* 차량운영관리|* 한식 밥조리|* 한식 생채·회조리|* 한식기초조리실무|* 회계정보 시스템 운용|* 회의 운영ㆍ지원|[보강]* 배선공사|[보강]* 소형무인기 구조물 정비|[보강]* 소형무인기 엔진 정비|[보강]농업 경영|[보강]시설원예복합환경관리Ⅱ|[보강]자율활동|[보강]전자 회로|[보강]진로활동|[보강]프로그래밍|국어|기본수학1|기본영어1|농업 기계|농업 기계 공작|농업 기계 운전・작업|농업 이해|보건|상업 경제|성공적인 직업생활|수학여행|식품 가공 기술|식품 과학|식품 위생|야영수련회|운동과 건강|음악|음악 감상과 비평|자율활동|전기·전자 일반|전자 회로|정보|진로활동|통합과학1|통합사회|프로그래밍|회계 정보 처리 시스템
8490325,영산고등학교,53,경제 수학|고전과 윤리|공통국어1|공통수학1|공통영어1|과학탐구실험1|교육학|국제 정치|기하|논술|동아리활동|문학|물리학Ⅰ|물리학Ⅱ|미술 감상과 비평|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계지리|수학Ⅰ|수학과제 탐구|스포츠 생활|심리학|심화 국어|언어와 매체|여행지리|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|음악 감상과 비평|자율·자치활동|정보|정치와 법|지구과학Ⅰ|지구과학Ⅱ|진로와 직업|진로활동|체육1|통합과학1|통합사회1|프로그래밍|한국사1|한문Ⅰ|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계|환경
8490339,순천복성고등학교,153,경제 수학|경제 수학B|고전과 윤리|공통국어1|공통수학1|공통영어1|과학과제 연구|과학융합|과학융합L|과학탐구실험1|기술·가정|기하|기하A|논술G|논술H|논술I|논술J|논술K|동아리활동|동아시아사K|동아시아사L|문학|물리학Ⅱ|물리학ⅡJ|미술|미적분|미적분C|미적분D|미적분E|사회·문화G|사회·문화I|사회·문화J|사회·문화L|사회문제 탐구|사회문제 탐구G|사회문제 탐구H|사회문제 탐구I|사회문제 탐구K|생명과학Ⅰ|생명과학ⅠA|생명과학ⅠB|생명과학ⅠC|생명과학Ⅱ|생명과학ⅡI|생명과학ⅡK|생활과 과학I|생활과 과학J|생활과 과학L|생활과 윤리|생활과 윤리H|생활과 윤리J|생활과 윤리K|생활과 윤리L|세계사H|세계사I|세계지리A|세계지리B|세계지리C|수학Ⅰ|수학과제 탐구A|수학과제 탐구E|스포츠 문화|심리학|심리학G|심리학H|심리학I|심리학J|심리학K|심리학L|심화 국어|심화 국어C|심화 국어D|심화 국어F|심화 수학Ⅰ|심화 수학ⅠB|심화 수학ⅠF|심화 영어Ⅰ|심화 영어ⅠB|심화 영어ⅠE|심화 영어ⅠF|언어와 매체|언어와 매체D|언어와 매체F|여행지리|여행지리G|여행지리H|여행지리K|여행지리L|영어 독해와 작문|영어 독해와 작문A|영어 독해와 작문B|영어 독해와 작문C|영어 독해와 작문D|영어 독해와 작문E|영어 독해와 작문F|영어Ⅰ|운동과 건강|운동과 건강A|운동과 건강B|운동과 건강C|운동과 건강D|운동과 건강E|운동과 건강F|음악|일본 문화A|일본 문화B|일본 문화C|일본어Ⅰ|일본어ⅠA|일본어ⅠB|일본어ⅠC|자율·자치활동|자율활동|정치와 법A|정치와 법B|정치와 법C|중국 문화A|중국 문화B|중국 문화C|중국어Ⅰ|중국어ⅠA|중국어ⅠB|중국어ⅠC|지구과학Ⅱ|지구과학ⅡH|지구과학ⅡJ|진로 영어|진로 영어A|진로 영어C|진로 영어D|진로 영어E|진로활동|진로활동A|진로활동C|진로활동D|진로활동E|진로활동F|체육|통합과학1|통합사회1|한국사1|한문|화법과 작문|화법과 작문A|화법과 작문C|화법과 작문E|화학Ⅰ|화학ⅠA|화학ⅠB|화학Ⅱ|화학ⅡG|화학ⅡL|확률과 통계
8490340,삼호고등학교,57,공통국어1|공통수학1|공통영어1|과학과제 연구|과학탐구실험1|교육학|기술·가정|기하|동아리활동|문학|물리학Ⅰ|물리학Ⅱ|미술 창작|미적분|보건|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|수학과제 탐구|스포츠 생활|심리학|심화 국어|심화 수학Ⅰ|심화 영어 독해Ⅰ|언어와 매체|여행지리|영어 독해와 작문|영어Ⅰ|운동과 건강|음악|인공지능 수학|일본어Ⅰ|일본어Ⅱ|자율·자치활동|자율활동|정치와 법|중국어Ⅰ|중국어Ⅱ|지구과학Ⅱ|진로 영어|진로활동|철학|체육1|통합과학1|통합사회1|한국사1|현대문학 감상|화법과 작문|화학Ⅱ|확률과 통계|환경
8490363,한울고등학교,58,3D 애니메이션 제작|3D모델링 작품제작|공통국어1|국악타악|국악타악1|국어|기본수학1|기본영어1|도자 조형 기본 실습|도자기 공예|동아리활동|디자인1|목공예|목공예(Wood Working)|미술|미술 창작|바리스타 실습|바리스타실무|밴드|복싱|복싱 초급Ⅰ|빅데이터 분석|사진 영상 편집|삶과 철학|생태농업|생활목공 초급|섬유 공예|수학|스포츠 생활|실용연주|심성계발|애니메이션 제작|애니메이션기초|영상촬영|영어|영어 회화|음식 만들기|음악 연주|자율·자치활동|자율활동|전통 조리|정보 처리와 관리|제과 실습|제과제빵|중국어Ⅰ|중국어Ⅱ|진로활동|체육 탐구|체육1|탐구 프로젝트(R&E)Ⅰ|통합과학1|통합사회|통합사회1|팀프로젝트|패션 디자인|패션스타일리스트 실무|한국사1|확률과 통계
8490373,나주상업고등학교,44,* 결산관리|* 금융소비자 보호|* 급여지급|* 냉동빵 가공|* 문서작성|* 부가가치세 신고|* 사무자동화 관리운용|* 사무행정 회계처리|* 사이트 구축|* 사이트 운영|* 수출신용장 양도|* 수출신용장 통지|* 입지급 거래|* 자금관리|* 전자금융 서비스|* 전표관리|* 종합소득세 신고|공통국어1|공통수학1|공통영어1|국어|금융 일반|기업 자원 통합 관리|동아리활동|비즈니스 영어|사무 관리|성공적인 직업생활|세무 일반|수학|영상 제작 기초|영어|운동과 건강|음악|자율·자치활동|자율활동|중국어Ⅰ|진로활동|창업 일반|체육|체육1|통합과학|통합사회1|한국사|회계 원리
8490374,여수해양과학고등학교,49,* 가두리 양식|* 가스텅스텐아크용접 맞대기용접|* 가스텅스텐아크용접 필릿용접|* 과자류제품 반죽익힘|* 과자류제품 반죽정형|* 과자류제품 재료혼합|* 모터보트조종|* 빵류제품 반죽익힘|* 사료관리|* 수산식품가공 위생 관리|* 수산통·병조림 제조|* 수하식 양식|* 스쿠버 장비 점검|* 어육연제품 제조|* 육상수조식 양식|* 잠수 기능 운용|* 출항준비|* 커피기계 운용|공통국어1|공통수학1|공통영어1|관상생물 실무|국어|기본 영어|동아리활동|보건|생활과 과학|성공적인 직업생활|수산 경영|수산 생물|수산 양식 일반|수산 일반|수산·해운 산업 기초|수학|실용 국어|영어|요트 조종|운동과 건강|음악|음악 감상과 비평|자율·자치활동|자율활동|잠수 기술|진로활동|체육1|통합과학|통합과학1|통합사회|한국사1
8490375,다향고등학교,43,* 과자류제품 생산작업준비|* 과자류제품 재료혼합|* 냉각장치 정비|* 빵류제품 마무리|* 빵류제품 반죽발효|* 빵류제품 반죽익힘|* 엔진본체 정비|* 유압식 현가장치 정비|* 자동차 전기·전자회로 분석|* 자동차 충전장치 정비|* 장비구조|* 주행|* 커피기계 운용|* 휠·타이어·얼라인먼트 정비|공통국어1|국방체육|군대윤리|기계 일반|기본수학1|기본영어1|농업 기초 기술|독도법|미술|보건|봉사활동|부사관역할과 실무|스포츠 생활|식품 가공 기술|식품 위생|식품과 영양|실용 국어|실용 수학|실용 영어|자율·자치활동|자율활동|진로활동|차 가공 및 이용|체육1|취업 실무 국어|토익연습일반|통합과학1|통합사회1|한국사
